,ID,ACTIVITY,GOOD,SUFFICIENT
30610,5003100,1,1,0
30656,5003101,1,1,0
30705,5003102,1,0,1
30717,5003103,1,0,1
30731,5003104,1,0,1
30751,5003105,0,0,1
30767,5003106,1,1,0
30797,5003107,1,1,0
30828,5003108,1,1,0
30867,5003110,1,1,0
30910,5003111,1,1,0
30926,5003112,1,0,1
30930,5003113,1,1,0
30940,5003115,1,1,0
30999,5003116,1,1,0
31033,5003117,1,1,0
31073,5003118,1,1,0
31121,5003119,1,1,0
31158,5003120,1,0,1
31186,5003121,1,1,0
31231,5003122,1,1,0
31277,5003123,1,1,0
31292,5003124,1,0,1
31301,5003125,1,1,0
31315,5003126,1,1,0
31349,5003127,1,1,0
31386,5003128,1,1,0
31415,5003129,1,1,0
31452,5003131,1,1,0
31506,5003132,1,0,1
31531,5003133,1,1,0
31574,5003134,1,0,1
31593,5003135,1,0,1
31598,5003136,1,1,0
31629,5003137,1,1,0
31660,5003138,1,1,0
31714,5003139,1,1,0
31748,5003140,1,0,1
31808,5003141,1,1,0
31825,5003142,1,0,1
31856,5003143,1,1,0
31911,5003144,1,1,0
31942,5003145,1,1,0
31958,5003146,1,1,0
31991,5003147,1,1,0
32036,5003148,1,0,1
32045,5003149,1,0,1
32058,5003150,1,1,0
32081,5003151,1,1,0
32113,5003152,1,1,0
32163,5003153,1,0,1
32168,5003154,1,1,0
32170,5003155,1,1,0
32208,5003156,1,1,0
32217,5003157,1,1,0
32230,5003158,1,0,1
32245,5003159,1,0,1
32264,5003160,1,1,0
32287,5003161,1,0,1
32315,5003162,1,1,0
32344,5003163,1,1,0
32382,5003164,1,1,0
32443,5003165,1,1,0
32462,5003166,1,1,0
32475,5003167,1,1,0
32515,5003168,1,0,1
32530,5003169,1,1,0
32574,5003170,1,1,0
32617,5003171,1,0,1
32657,5003172,1,0,0
32678,5003173,1,1,0
32716,5003174,1,1,0
32771,5003175,1,1,0
32826,5003176,1,0,1
32831,5003177,1,0,0
32859,5003178,1,1,0
32914,5003179,1,0,1
32934,5003180,1,1,0
32983,5003181,1,1,0
33031,5003182,1,1,0
33077,5003183,1,0,0
33087,5003186,1,0,1
33107,5003187,1,1,0
33129,5003188,1,1,0
33163,5003189,1,1,0
33201,5003194,1,0,1
33209,5003197,1,1,0
33241,5003198,1,0,1
33248,5003199,1,1,0
33291,5003200,1,1,0
33293,5003201,1,1,0
33324,5003202,1,1,0
33345,5003203,1,1,0
33391,5003205,1,1,0
33437,5003206,1,0,1
33463,5003207,1,1,0
33501,5003209,1,0,1
33513,5003210,1,0,1
33527,5003211,1,1,0
33541,5003212,1,0,1
33549,5003214,0,1,0
33567,5003219,1,0,1
33579,5003220,1,1,0
33613,5003221,1,1,0
33629,5003222,1,1,0
33652,5003224,1,1,0
33710,5003225,1,1,0
33770,5003226,1,1,0
33817,5003227,1,1,0
33875,5003228,1,1,0
33932,5003229,1,1,0
33970,5003230,1,1,0
33999,5003231,1,0,1
34006,5003232,1,1,0
34020,5003233,1,1,0
34037,5003234,1,1,0
34060,5003235,1,1,0
34095,5003236,0,1,0
34135,5003237,1,0,1
34147,5003238,1,1,0
34155,5003239,1,0,1
34168,5003240,1,0,1
34176,5003241,1,0,1
34197,5003242,0,1,0
34206,5003243,1,1,0
34264,5003244,1,0,1
34276,5003245,1,0,1
34287,5003246,1,0,1
34301,5003247,1,1,0
34341,5003248,1,1,0
34391,5003249,1,1,0
34440,5003250,1,0,1
34475,5003252,1,1,0
34532,5003253,1,1,0
34579,5003255,1,0,1
34628,5003256,1,1,0
34673,5003257,1,1,0
34681,5003258,1,1,0
34691,5003259,1,1,0
34703,5003260,1,1,0
34722,5003261,0,0,0
34733,5003262,1,1,0
34746,5003263,1,1,0
34763,5003264,1,1,0
34793,5003265,1,1,0
34826,5003266,1,1,0
34861,5003267,1,1,0
34915,5003268,1,1,0
34933,5003269,1,1,0
34955,5003270,1,0,1
34959,5003272,1,1,0
35013,5003273,1,1,0
35021,5003274,1,1,0
35032,5003275,1,1,0
35045,5003276,1,1,0
35066,5003277,1,0,1
35107,5003278,1,0,1
35149,5003279,1,1,0
35193,5003281,1,1,0
35217,5003282,1,1,0
35220,5003283,1,1,0
35262,5003284,1,1,0
35305,5003286,1,1,0
35359,5003287,1,1,0
35390,5003288,1,1,0
35405,5003289,1,0,1
35428,5003291,1,1,0
35468,5003292,1,1,0
35470,5003293,1,1,0
35477,5003294,1,1,0
35486,5003295,1,1,0
35534,5003298,1,1,0
35547,5003299,1,1,0
35559,5003300,1,1,0
35570,5003301,1,1,0
35579,5003302,1,1,0
35586,5003303,1,1,0
35590,5003304,1,1,0
35593,5003305,1,1,0
35600,5003306,1,1,0
35609,5003307,1,0,0
35619,5003308,1,1,0
35629,5003311,1,1,0
35687,5003312,1,1,0
35718,5003313,1,0,0
35743,5003314,1,0,1
35754,5003315,1,0,1
35790,5003316,0,1,0
35806,5003317,1,1,0
35827,5003318,1,1,0
35873,5003319,1,1,0
35928,5003320,1,1,0
35929,5003321,1,1,0
35956,5003322,1,1,0
35963,5003323,1,1,0
35990,5003324,1,1,0
36025,5003325,1,1,0
36060,5003326,1,1,0
36110,5003328,1,0,1
36143,5003329,1,1,0
36177,5003330,1,0,1
36237,5003334,1,1,0
36298,5003335,1,1,0
36343,5003337,1,0,1
36376,5003338,1,0,1
36410,5003339,1,1,0
36455,5003343,1,0,1
36481,5003344,1,1,0
36484,5003345,1,0,1
36508,5003346,1,0,1
36531,5003349,1,0,1
36556,5003350,1,1,0
36603,5003351,1,0,1
36628,5003352,1,1,0
36662,5003353,1,1,0
36688,5003354,1,1,0
36713,5003355,1,1,0
36751,5003356,1,1,0
36777,5003357,1,1,0
36800,5003358,1,1,0
36821,5003359,1,1,0
36846,5003360,1,1,0
36872,5003362,1,1,0
36931,5003364,1,0,1
36943,5003365,1,1,0
37003,5003366,1,1,0
37049,5003367,1,1,0
37108,5003369,1,1,0
37135,5003370,1,1,0
37184,5003371,1,1,0
37234,5003372,1,1,0
37283,5003373,1,1,0
37323,5003374,1,0,1
37341,5003375,1,0,1
37386,5003377,1,1,0
37424,5003378,1,0,1
37455,5003383,1,1,0
37493,5003385,1,1,0
37543,5003386,1,0,1
37551,5003388,1,0,1
37559,5003391,1,0,1
37582,5003392,1,1,0
37630,5003393,1,0,0
37640,5003394,1,0,1
37664,5003395,0,1,0
37683,5003396,1,1,0
37732,5003397,1,0,1
37763,5003398,1,1,0
37814,5003400,1,1,0
37834,5003401,1,1,0
37889,5003402,1,0,1
37909,5003408,1,1,0
37948,5003409,1,0,1
37968,5003410,1,1,0
37996,5003411,1,0,1
38011,5003412,0,0,0
38025,5003413,1,1,0
38046,5003414,1,1,0
38066,5003415,1,1,0
38087,5003417,1,1,0
38116,5003418,1,0,1
38140,5003420,1,0,1
38146,5003421,1,1,0
38149,5003422,0,1,0
38181,5003423,0,1,0
38213,5003424,1,0,0
38223,5003428,1,1,0
38269,5003430,1,1,0
38298,5003431,1,1,0
38319,5003432,1,1,0
38322,5003433,1,1,0
38325,5003434,1,0,1
38336,5003435,1,0,1
38353,5003436,1,1,0
38367,5003437,1,1,0
38389,5003438,1,1,0
38428,5003440,1,1,0
38484,5003441,1,0,1
38540,5003442,1,0,1
38548,5003444,0,1,0
38578,5003445,0,1,0
38584,5003449,1,0,1
38596,5003450,1,1,0
38615,5003451,1,0,1
38621,5003452,1,0,1
38640,5003453,1,0,1
38648,5003454,1,0,1
38653,5003455,1,1,0
38660,5003456,1,1,0
38701,5003457,1,1,0
38702,5003458,1,1,0
38721,5003459,1,1,0
38767,5003460,1,1,0
38814,5003461,1,1,0
38852,5003463,1,0,0
38868,5003464,1,1,0
38899,5003465,1,1,0
38931,5003466,1,1,0
38985,5003467,1,1,0
39039,5003469,1,1,0
39093,5003470,1,1,0
39125,5003471,1,1,0
39173,5003472,1,1,0
39188,5003473,1,1,0
39220,5003474,1,1,0
39243,5003475,1,0,1
39266,5003476,1,0,1
39285,5003477,1,1,0
39305,5003478,1,1,0
39317,5003479,1,1,0
39339,5003480,1,1,0
39351,5003481,1,0,1
39396,5003482,1,0,1
39409,5003483,1,1,0
39446,5003484,1,1,0
39469,5003485,1,0,1
39486,5003486,1,0,1
39545,5003487,1,1,0
39578,5003490,1,0,1
39599,5003492,1,0,1
39624,5003493,1,1,0
39671,5003494,1,1,0
39711,5003495,1,1,0
39745,5003496,1,0,1
39766,5003497,1,0,1
39784,5003498,1,1,0
39797,5003499,1,1,0
39842,5003500,1,1,0
39889,5003504,1,1,0
39929,5003505,1,1,0
39969,5003506,1,1,0
40009,5003507,1,1,0
40065,5003509,1,1,0
40121,5003510,1,0,1
40148,5003511,1,0,1
40174,5003512,1,0,1
40179,5003513,0,0,1
40207,5003514,1,1,0
40225,5003515,1,1,0
40256,5003516,1,1,0
40290,5003517,1,1,0
40329,5003518,1,1,0
40385,5003519,1,1,0
40433,5003520,1,0,1
40469,5003521,1,1,0
40523,5003522,1,1,0
40548,5003523,1,1,0
40596,5003524,1,1,0
40645,5003525,1,1,0
40697,5003526,1,1,0
40738,5003527,1,1,0
40770,5003528,1,1,0
40793,5003531,1,1,0
40798,5003532,1,1,0
40809,5003533,1,1,0
40820,5003534,1,1,0
40839,5003535,1,1,0
40841,5003536,1,1,0
40843,5003537,1,0,1
40860,5003538,1,0,1
40865,5003539,1,1,0
40875,5003540,1,1,0
40894,5003541,1,1,0
40920,5003542,1,1,0
40970,5003543,1,1,0
41020,5003545,1,1,0
41069,5003546,1,1,0
41104,5003547,1,1,0
41141,5003548,1,0,1
41164,5003549,1,0,1
41172,5003550,1,0,1
41185,5003551,1,1,0
41232,5003553,1,1,0
41267,5003558,1,1,0
41327,5003560,1,1,0
41363,5003561,1,1,0
41370,5003562,1,1,0
41371,5003563,1,0,1
41387,5003564,1,1,0
41404,5003565,1,1,0
41406,5003566,1,1,0
41421,5003567,1,1,0
41429,5003568,1,0,1
41458,5003569,1,1,0
41487,5003570,1,0,0
41501,5003571,1,0,1
41534,5003572,0,1,0
41567,5003574,1,0,1
41609,5003576,1,0,1
41652,5003577,0,0,1
41658,5003579,1,0,1
41678,5003582,1,0,1
41696,5003583,1,0,1
41701,5003584,1,0,1
41727,5003586,0,1,0
41736,5003587,1,1,0
41759,5003588,1,1,0
41798,5003589,1,0,1
41855,5003590,0,0,1
41876,5003591,1,0,1
41890,5003593,0,1,0
41930,5003594,0,1,0
41972,5003596,0,1,0
41987,5003597,1,1,0
42009,5003598,1,0,0
42030,5003599,1,0,1
42038,5003600,1,1,0
42046,5003601,1,1,0
42069,5003602,1,1,0
42101,5003603,0,1,0
42135,5003604,0,1,0
42171,5003605,1,0,1
42208,5003606,1,1,0
42222,5003607,1,0,1
42241,5003608,1,0,1
42268,5003609,1,1,0
42301,5003610,1,1,0
42325,5003611,1,1,0
42365,5003612,1,1,0
42367,5003613,1,1,0
42369,5003616,1,1,0
42422,5003620,1,1,0
42453,5003621,1,1,0
42487,5003622,1,1,0
42531,5003623,1,1,0
42576,5003624,1,1,0
42624,5003627,1,1,0
42680,5003628,1,0,1
42734,5003629,1,1,0
42790,5003630,1,0,0
42811,5003631,1,0,1
42834,5003632,1,0,0
42861,5003633,1,1,0
42892,5003634,1,1,0
42925,5003635,1,1,0
42959,5003636,0,1,0
42994,5003640,1,0,0
43004,5003642,1,0,1
43028,5003643,1,1,0
43062,5003644,0,1,0
43118,5003645,1,1,0
43164,5003646,1,0,1
43171,5003647,1,0,1
43186,5003648,1,0,1
43195,5003649,1,0,1
43204,5003651,1,1,0
43220,5003652,1,1,0
43256,5003659,1,1,0
43304,5003660,1,0,1
43312,5003661,1,0,1
43316,5003662,1,0,1
43326,5003663,1,1,0
43334,5003665,1,0,0
43352,5003666,1,0,1
43368,5003667,1,0,1
43384,5003670,1,0,1
43424,5003671,1,1,0
43470,5003673,1,1,0
43516,5003674,1,0,1
43554,5003677,1,1,0
43577,5003678,1,1,0
43612,5003679,1,1,0
43655,5003683,1,0,1
43664,5003684,1,1,0
43673,5003685,1,1,0
43696,5003686,1,1,0
43722,5003687,1,1,0
43753,5003688,1,1,0
43807,5003689,1,1,0
43852,5003690,1,1,0
43909,5003691,1,1,0
43949,5003698,1,1,0
43977,5003701,1,1,0
43988,5003702,1,1,0
44029,5003703,1,1,0
44077,5003704,1,0,1
44091,5003705,1,0,1
44105,5003706,1,0,1
44150,5003709,1,1,0
44189,5003710,1,0,1
44212,5003711,1,0,1
44223,5003712,1,1,0
44261,5003713,1,1,0
44304,5003714,1,1,0
44338,5003715,1,1,0
44381,5003716,1,0,1
44407,5003717,1,0,1
44415,5003718,1,1,0
44464,5003719,1,1,0
44482,5003720,1,0,1
44506,5003721,1,1,0
44549,5003722,0,1,0
44572,5003725,1,1,0
44596,5003726,1,1,0
44620,5003727,1,0,1
44648,5003728,1,0,1
44662,5003729,1,0,1
44679,5003733,1,1,0
44687,5003734,1,1,0
44719,5003736,1,0,1
44733,5003738,1,0,1
44751,5003739,1,1,0
44806,5003740,1,0,1
44818,5003741,1,0,1
44830,5003742,1,0,0
44848,5003743,1,0,1
44866,5003744,1,1,0
44890,5003745,1,1,0
44951,5003746,1,1,0
45010,5003747,1,0,1
45053,5003748,1,0,1
45096,5003749,1,0,1
45139,5003750,1,0,1
45194,5003751,1,0,1
45213,5003756,1,1,0
45250,5003757,1,0,1
45261,5003758,1,0,1
45282,5003759,1,1,0
45313,5003760,1,1,0
45353,5003761,1,0,0
45377,5003762,1,1,0
45403,5003763,1,0,1
45411,5003764,1,1,0
45413,5003765,1,0,1
45428,5003766,1,1,0
45454,5003767,1,1,0
45472,5003768,1,0,1
45490,5003769,1,1,0
45510,5003770,1,0,0
45566,5003771,1,1,0
45603,5003772,1,1,0
45655,5003774,1,1,0
45707,5003775,1,1,0
45732,5003776,1,0,1
45747,5003777,1,0,1
45768,5003778,1,0,1
45785,5003779,1,1,0
45833,5003780,1,1,0
45853,5003781,1,1,0
45877,5003782,1,1,0
45924,5003783,1,1,0
45985,5003784,1,0,1
45996,5003785,1,0,1
46021,5003786,1,0,1
46046,5003787,1,0,1
46071,5003790,0,1,0
46123,5003791,1,1,0
46142,5003792,1,1,0
46162,5003793,1,1,0
46173,5003794,1,0,1
46177,5003795,1,1,0
46204,5003796,1,1,0
46235,5003797,1,1,0
46274,5003798,1,1,0
46315,5003802,1,1,0
46375,5003803,1,1,0
46435,5003804,1,1,0
46490,5003806,1,1,0
46500,5003807,1,1,0
46522,5003808,1,1,0
46538,5003809,1,1,0
46556,5003810,1,0,1
46565,5003811,1,0,1
46577,5003812,1,1,0
46606,5003813,1,0,1
46643,5003814,1,1,0
46683,5003821,1,1,0
46725,5003822,1,0,1
46734,5003823,1,0,1
46776,5003824,1,1,0
46807,5003825,1,1,0
46853,5003826,1,1,0
46901,5003827,1,1,0
46922,5003828,1,1,0
46971,5003829,1,1,0
47029,5003830,1,1,0
47073,5003831,1,0,1
47122,5003836,1,1,0
47125,5003837,1,0,1
47162,5003838,1,0,1
47171,5003839,1,0,1
47188,5003840,1,1,0
47240,5003841,1,1,0
47243,5003842,1,0,1
47264,5003843,1,1,0
47267,5003844,1,1,0
47274,5003845,0,1,0
47283,5003846,1,0,1
47301,5003847,1,0,1
47305,5003848,1,1,0
47314,5003849,1,1,0
47332,5003852,1,0,1
47341,5003853,1,0,1
47351,5003854,1,0,1
47394,5003855,1,1,0
47439,5003856,1,1,0
47485,5003857,1,1,0
47529,5003860,1,1,0
47536,5003861,1,1,0
47566,5003862,1,1,0
47580,5003863,1,1,0
47616,5003865,1,1,0
47634,5003866,1,1,0
47678,5003867,1,1,0
47735,5003868,1,1,0
47795,5003870,1,0,1
47819,5003871,1,0,1
47840,5003872,1,1,0
47847,5003873,1,0,1
47866,5003874,1,1,0
47884,5003875,1,0,1
47903,5003876,1,1,0
47953,5003880,1,0,1
48005,5003881,1,0,1
48025,5003882,1,0,1
48058,5003885,1,1,0
48100,5003886,1,1,0
48111,5003887,1,0,1
48170,5003888,1,1,0
48221,5003889,1,1,0
48241,5003890,1,1,0
48277,5003892,1,1,0
48312,5003893,1,1,0
48359,5003895,1,1,0
48418,5003897,1,1,0
48472,5003898,1,1,0
48474,5003900,1,1,0
48492,5003901,1,0,1
48501,5003902,1,0,1
48513,5003905,1,0,0
48534,5003906,1,0,0
48555,5003907,1,1,0
48614,5003912,1,0,1
48628,5003913,1,0,1
48650,5003914,1,1,0
48678,5003915,1,1,0
48702,5003916,1,1,0
48741,5003917,1,1,0
48784,5003918,1,1,0
48797,5003919,1,1,0
48821,5003920,1,1,0
48848,5003921,1,1,0
48879,5003922,1,1,0
48910,5003924,1,1,0
48954,5003925,1,1,0
48975,5003927,1,1,0
49006,5003928,1,0,1
49042,5003929,1,1,0
49078,5003930,1,1,0
49096,5003932,1,1,0
49118,5003933,1,1,0
49163,5003934,1,0,1
49185,5003935,1,1,0
49226,5003936,1,1,0
49267,5003937,1,1,0
49318,5003939,1,1,0
49353,5003941,1,0,1
49365,5003942,1,1,0
49415,5003944,1,1,0
49440,5003947,1,1,0
49488,5003948,1,1,0
49533,5003949,1,1,0
49586,5003950,1,1,0
49626,5003951,1,1,0
49629,5003952,1,1,0
49630,5003953,1,0,1
49641,5003954,1,0,1
49653,5003955,1,0,1
49673,5003956,1,0,0
49701,5003957,1,0,0
49730,5003960,1,0,1
49739,5003961,1,0,1
49791,5003962,1,1,0
49838,5003963,1,1,0
49895,5003964,1,1,0
49898,5003965,1,0,1
49914,5003966,1,0,1
49930,5003967,1,0,1
49940,5003968,1,1,0
49963,5003969,1,1,0
50001,5003970,1,1,0
50014,5003972,1,0,1
50027,5003973,1,1,0
50028,5003975,1,1,0
50082,5003976,1,0,1
50122,5003977,1,1,0
50163,5003978,1,1,0
50224,5003979,1,0,1
50265,5003980,1,0,1
50280,5003981,1,1,0
50288,5003982,1,1,0
50329,5003983,1,0,1
50345,5003984,1,1,0
50374,5003985,1,1,0
50433,5003986,1,1,0
50470,5003987,1,1,0
50525,5003988,1,1,0
50572,5003989,1,0,1
50592,5003990,1,0,1
50605,5003991,1,1,0
50627,5003992,1,1,0
50659,5003993,1,1,0
50692,5003994,1,0,1
50729,5003995,1,0,1
50775,5003996,1,1,0
50829,5003997,1,1,0
50871,5003998,1,1,0
50922,5003999,1,1,0
50976,5004001,1,0,1
50982,5004004,1,1,0
50995,5004005,1,0,1
51015,5004007,1,0,0
51038,5004008,1,1,0
51079,5004009,1,1,0
51134,5004012,1,1,0
51181,5004013,1,1,0
51238,5004014,1,1,0
51295,5004015,1,0,1
51321,5004016,1,0,1
51338,5004017,1,1,0
51356,5004018,1,1,0
51382,5004019,1,1,0
51412,5004020,1,0,1
51426,5004021,1,0,0
51431,5004022,1,0,1
51445,5004023,1,1,0
51463,5004024,1,1,0
51484,5004025,1,1,0
51514,5004026,1,1,0
51539,5004028,1,0,1
51543,5004029,1,0,1
51561,5004030,1,1,0
51581,5004031,1,1,0
51627,5004032,1,1,0
51685,5004033,1,0,1
51708,5004034,1,0,1
51761,5004036,1,1,0
51764,5004037,1,1,0
51821,5004041,1,1,0
51872,5004042,1,1,0
51894,5004043,1,0,0
51912,5004044,1,0,1
51937,5004045,1,0,1
51971,5004046,1,1,0
52014,5004047,1,0,1
52058,5004048,1,1,0
52114,5004052,1,1,0
52149,5004053,0,1,0
52196,5004054,1,1,0
52224,5004055,1,0,1
52229,5004056,1,1,0
52232,5004057,1,1,0
52262,5004058,1,1,0
52275,5004059,0,1,0
52292,5004063,1,1,0
52302,5004065,1,1,0
52357,5004066,1,1,0
52418,5004067,1,0,1
52447,5004068,1,1,0
52508,5004071,1,1,0
52549,5004072,1,1,0
52604,5004075,1,1,0
52620,5004076,1,1,0
52663,5004077,1,1,0
52709,5004081,1,0,1
52731,5004082,1,0,0
52741,5004083,1,0,1
52790,5004084,1,0,1
52806,5004085,1,0,1
52822,5004086,1,1,0
52848,5004087,1,0,1
52901,5004089,1,1,0
52962,5004090,1,1,0
52997,5004091,1,0,1
53018,5004092,1,1,0
53040,5004093,1,1,0
53062,5004094,1,1,0
53086,5004095,1,0,1
53146,5004096,1,0,1
53182,5004097,1,0,1
53232,5004099,1,0,1
53268,5004101,1,1,0
53307,5004102,1,0,1
53324,5004104,1,0,1
53358,5004105,1,0,1
53395,5004106,1,1,0
53456,5004107,1,1,0
53502,5004108,1,1,0
53553,5004109,1,1,0
53578,5004111,1,1,0
53612,5004113,1,1,0
53629,5004114,1,1,0
53651,5004115,1,1,0
53710,5004116,1,1,0
53764,5004117,1,0,1
53806,5004118,1,0,1
53822,5004122,1,1,0
53839,5004123,1,1,0
53880,5004124,1,0,1
53888,5004125,1,1,0
53929,5004126,1,0,1
53941,5004127,1,1,0
53969,5004128,1,1,0
54003,5004129,1,1,0
54039,5004130,1,0,1
54055,5004131,1,0,0
54073,5004132,1,0,1
54100,5004133,1,1,0
54145,5004134,1,0,1
54155,5004135,1,0,1
54166,5004136,1,0,1
54186,5004137,1,0,1
54198,5004138,1,1,0
54222,5004140,1,1,0
54269,5004141,1,1,0
54316,5004145,1,1,0
54350,5004147,1,1,0
54408,5004149,1,1,0
54452,5004151,1,0,1
54469,5004152,1,0,1
54503,5004153,1,0,1
54523,5004155,1,1,0
54566,5004156,1,0,1
54591,5004157,1,0,1
54599,5004158,1,1,0
54607,5004159,1,1,0
54644,5004161,0,1,0
54677,5004162,0,1,0
54733,5004163,0,1,0
54773,5004165,0,1,0
54819,5004166,0,1,0
54864,5004167,0,1,0
54904,5004169,1,1,0
54938,5004170,1,0,1
54967,5004171,1,0,1
54996,5004173,1,1,0
55046,5004174,1,1,0
55072,5004175,1,1,0
55108,5004176,1,1,0
55146,5004177,1,1,0
55206,5004178,1,1,0
55238,5004179,1,0,1
55257,5004180,1,1,0
55268,5004181,1,1,0
55302,5004182,1,0,1
55333,5004183,1,1,0
55356,5004184,1,0,1
55380,5004185,1,0,1
55398,5004186,1,0,1
55413,5004187,1,1,0
55440,5004191,1,0,1
55473,5004193,1,1,0
55509,5004194,1,1,0
55538,5004195,1,0,1
55554,5004196,1,0,1
55581,5004197,1,1,0
55610,5004201,1,0,1
55650,5004202,1,0,0
55698,5004203,1,0,0
55746,5004206,1,1,0
55757,5004207,1,1,0
55789,5004208,1,1,0
55800,5004209,1,1,0
55819,5004211,1,1,0
55836,5004212,1,1,0
55879,5004213,1,1,0
55925,5004214,1,1,0
55976,5004215,1,0,0
55986,5004217,1,1,0
56035,5004218,1,1,0
56083,5004219,1,1,0
56118,5004220,1,1,0
56145,5004221,1,0,1
56169,5004222,1,0,1
56193,5004223,1,1,0
56223,5004224,1,1,0
56255,5004225,1,1,0
56296,5004227,1,1,0
56305,5004228,1,1,0
56316,5004229,1,0,1
56325,5004230,1,0,1
56330,5004231,1,1,0
56346,5004232,1,1,0
56364,5004233,1,1,0
56378,5004234,1,1,0
56392,5004235,1,0,1
56411,5004236,1,0,1
56453,5004237,1,0,1
56511,5004238,1,1,0
56570,5004239,1,1,0
56628,5004240,1,0,1
56664,5004241,1,0,1
56668,5004244,1,1,0
56715,5004248,1,1,0
56736,5004249,1,1,0
56774,5004250,1,0,1
56781,5004251,1,0,1
56813,5004252,1,0,1
56828,5004254,1,1,0
56888,5004255,1,1,0
56948,5004256,1,0,1
56955,5004257,1,1,0
56962,5004258,1,0,0
56969,5004259,1,1,0
57017,5004261,1,1,0
57027,5004262,1,1,0
57072,5004263,1,1,0
57129,5004264,1,1,0
57180,5004265,1,1,0
57182,5004266,1,0,1
57186,5004267,1,0,1
57205,5004269,1,0,1
57253,5004270,1,0,0
57266,5004273,1,1,0
57268,5004274,1,1,0
57277,5004275,1,1,0
57326,5004278,1,1,0
57375,5004279,1,1,0
57420,5004282,1,1,0
57462,5004283,1,1,0
57507,5004284,1,1,0
57532,5004285,1,1,0
57539,5004286,1,1,0
57546,5004287,1,1,0
57567,5004288,1,0,1
57590,5004289,1,1,0
57596,5004290,1,1,0
57605,5004291,1,0,1
57628,5004292,1,0,1
57637,5004293,1,1,0
57665,5004294,1,1,0
57686,5004304,1,0,1
57718,5004306,1,1,0
57746,5004307,1,0,1
57778,5004311,1,1,0
57804,5004313,1,1,0
57814,5004314,1,1,0
57875,5004315,1,0,1
57885,5004320,1,1,0
57908,5004322,0,1,0
57950,5004323,0,1,0
58009,5004324,0,1,0
58036,5004325,0,1,0
58067,5004326,0,1,0
58101,5004327,0,1,0
58151,5004328,0,1,0
58205,5004329,1,1,0
58240,5004330,1,1,0
58276,5004331,1,1,0
58327,5004333,1,0,1
58346,5004334,1,0,1
58362,5004335,1,1,0
58415,5004337,1,1,0
58465,5004338,1,0,1
58510,5004339,1,1,0
58567,5004340,1,1,0
58587,5004342,1,1,0
58630,5004343,1,1,0
58680,5004344,1,0,1
58726,5004345,1,1,0
58755,5004346,1,1,0
58770,5004347,1,1,0
58799,5004348,1,1,0
58843,5004349,1,1,0
58887,5004350,1,1,0
58931,5004351,1,1,0
58975,5004352,1,0,1
59021,5004353,1,1,0
59053,5004355,1,0,1
59061,5004356,1,0,1
59077,5004357,1,0,1
59094,5004358,1,1,0
59116,5004359,1,1,0
59141,5004360,1,1,0
59144,5004361,1,0,1
59151,5004362,1,1,0
59162,5004363,1,0,1
59175,5004364,1,1,0
59205,5004365,1,1,0
59225,5004366,1,1,0
59245,5004367,1,1,0
59279,5004368,1,0,1
59309,5004369,1,0,1
59336,5004370,1,0,1
59373,5004371,1,1,0
59412,5004372,1,1,0
59443,5004373,1,1,0
59475,5004374,1,1,0
59506,5004375,1,1,0
59559,5004376,1,1,0
59574,5004377,1,1,0
59594,5004378,1,1,0
59620,5004379,1,1,0
59639,5004380,1,0,1
59652,5004381,1,0,0
59665,5004382,1,0,1
59695,5004383,1,0,1
59737,5004384,1,1,0
59744,5004385,1,1,0
59773,5004386,1,1,0
59810,5004387,1,0,1
59833,5004388,1,0,1
59862,5004389,1,0,1
59872,5004392,1,0,1
59931,5004393,1,0,1
59942,5004394,1,1,0
59950,5004395,1,1,0
59958,5004396,1,1,0
59962,5004397,1,1,0
59971,5004398,1,1,0
59985,5004399,1,1,0
59994,5004400,1,1,0
59999,5004401,1,1,0
60003,5004402,1,1,0
60009,5004403,1,1,0
60020,5004404,1,1,0
60046,5004405,1,0,1
60059,5004406,1,1,0
60098,5004407,1,0,1
60156,5004408,1,1,0
60185,5004409,1,1,0
60230,5004410,1,1,0
60257,5004411,1,1,0
60276,5004412,1,1,0
60291,5004413,1,1,0
60310,5004414,1,1,0
60347,5004415,1,1,0
60392,5004417,1,1,0
60428,5004419,1,0,1
60450,5004420,1,1,0
60495,5004421,1,0,1
60540,5004422,1,0,1
60548,5004423,1,0,1
60581,5004424,1,0,1
60614,5004425,1,1,0
60633,5004426,1,1,0
60655,5004427,1,1,0
60691,5004428,1,0,1
60703,5004429,1,0,1
60745,5004430,1,0,1
60758,5004431,1,1,0
60818,5004432,1,1,0
60857,5004433,1,1,0
60892,5004434,1,1,0
60932,5004435,1,0,1
60958,5004436,1,0,0
60985,5004437,1,1,0
61024,5004438,1,0,1
61035,5004439,1,0,1
61051,5004440,1,1,0
61054,5004441,1,1,0
61067,5004442,1,1,0
61088,5004444,1,0,1
61117,5004445,1,1,0
61119,5004446,1,0,1
61134,5004447,1,0,1
61147,5004448,1,1,0
61187,5004449,1,1,0
61234,5004450,1,0,1
61274,5004451,1,0,1
61314,5004452,1,0,1
61353,5004453,1,0,1
61382,5004454,1,1,0
61411,5004455,1,0,1
61440,5004456,1,0,1
61459,5004457,1,1,0
61487,5004458,1,1,0
61519,5004460,1,1,0
61547,5004462,1,1,0
61582,5004463,1,0,1
61638,5004464,1,1,0
61666,5004465,1,1,0
61711,5004468,1,1,0
61765,5004469,1,1,0
