OCCUPATION_TYPE,DAYS_BIRTH_CATEGORIZED,AMT_INCOME_TOTAL_CATEGORIZED,FLAG_EMAIL,NAME_FAMILY_STATUS,NAME_EDUCATION_TYPE,NAME_INCOME_TYPE,CNT_FAM_MEMBERS_CATEGORIZED,GOOD_BAD,Unnamed: 0_x,ID,Unnamed: 0_y,NUMBER_OF_RECORDS,cumsum,Percentage
Accountants,under 60ties,high income,0,Married,Higher education,Commercial associate,couple,1,224,224,224,224,259,86.48648648648648
Accountants,under 60ties,high income,0,Married,Secondary / secondary special,Commercial associate,couple,1,166,166,166,166,166,100.0
Accountants,under 60ties,high income,0,Married,Secondary / secondary special,Working,2+1,0,21,21,21,21,65,32.30769230769231
Accountants,under 60ties,high income,0,Married,Secondary / secondary special,Working,2+1,1,44,44,44,44,65,67.6923076923077
Accountants,under 60ties,high income,0,Married,Secondary / secondary special,Working,couple,0,117,117,117,117,1130,10.353982300884956
Accountants,under 60ties,high income,0,Married,Secondary / secondary special,Working,couple,1,1013,1013,1013,1013,1130,89.64601769911505
Accountants,under 60ties,high income,0,Separated,Secondary / secondary special,Working,1 person household,1,63,63,63,63,63,100.0
Accountants,under 60ties,high income,0,Single / not married,Higher education,Commercial associate,couple,0,5,5,5,5,5,100.0
Accountants,under 60ties,high income,0,Single / not married,Secondary / secondary special,Working,1 person household,0,104,104,104,104,126,82.53968253968253
Accountants,under 60ties,high income,0,Single / not married,Secondary / secondary special,Working,1 person household,1,22,22,22,22,126,17.46031746031746
Accountants,under 60ties,high income,0,Widow,Higher education,State servant,1 person household,0,17,17,17,17,17,100.0
Accountants,under 60ties,high income,0,Widow,Secondary / secondary special,Commercial associate,1 person household,0,7,7,7,7,125,5.6000000000000005
Accountants,under 60ties,high income,0,Widow,Secondary / secondary special,Commercial associate,1 person household,1,118,118,118,118,125,94.39999999999999
Accountants,under 60ties,medium income,0,Married,Secondary / secondary special,Commercial associate,2+1,0,58,58,58,58,63,92.06349206349206
Accountants,under 60ties,medium income,0,Married,Secondary / secondary special,Commercial associate,2+1,1,5,5,5,5,63,7.936507936507936
Accountants,under 60ties,medium income,0,Married,Secondary / secondary special,Commercial associate,couple,0,12,12,12,12,18,66.66666666666666
Accountants,under 60ties,medium income,0,Married,Secondary / secondary special,Commercial associate,couple,1,6,6,6,6,18,33.33333333333333
Accountants,under 60ties,medium income,0,Married,Secondary / secondary special,Working,couple,0,5,5,5,5,36,13.88888888888889
Accountants,under 60ties,medium income,0,Married,Secondary / secondary special,Working,couple,1,31,31,31,31,36,86.11111111111111
Accountants,under 60ties,medium income,0,Separated,Secondary / secondary special,Working,1 person household,1,64,64,64,64,64,100.0
Accountants,under 60ties,very high income,0,Civil marriage,Higher education,Commercial associate,couple,0,21,21,21,21,21,100.0
Accountants,under 60ties,very high income,0,Civil marriage,Secondary / secondary special,Working,couple,1,28,28,28,28,28,100.0
Accountants,under 60ties,very high income,0,Married,Higher education,Commercial associate,couple,0,286,286,286,286,645,44.34108527131783
Accountants,under 60ties,very high income,0,Married,Higher education,Commercial associate,couple,1,359,359,359,359,645,55.65891472868218
Accountants,under 60ties,very high income,0,Married,Higher education,Working,couple,0,127,127,127,127,247,51.417004048582996
Accountants,under 60ties,very high income,0,Married,Higher education,Working,couple,1,120,120,120,120,247,48.582995951417004
Accountants,under 60ties,very high income,0,Married,Incomplete higher,Working,couple,0,24,24,24,24,44,54.54545454545454
Accountants,under 60ties,very high income,0,Married,Incomplete higher,Working,couple,1,20,20,20,20,44,45.45454545454545
Accountants,under 60ties,very high income,0,Married,Secondary / secondary special,Commercial associate,couple,0,118,118,118,118,302,39.0728476821192
Accountants,under 60ties,very high income,0,Married,Secondary / secondary special,Commercial associate,couple,1,184,184,184,184,302,60.9271523178808
Accountants,under 60ties,very high income,0,Married,Secondary / secondary special,State servant,couple,0,196,196,196,196,415,47.2289156626506
Accountants,under 60ties,very high income,0,Married,Secondary / secondary special,State servant,couple,1,219,219,219,219,415,52.77108433734939
Accountants,under 60ties,very high income,0,Married,Secondary / secondary special,Working,couple,0,7,7,7,7,7,100.0
Accountants,under 60ties,very high income,0,Separated,Higher education,Commercial associate,1 person household,0,30,30,30,30,30,100.0
Accountants,under 60ties,very high income,0,Separated,Incomplete higher,Working,1 person household,0,48,48,48,48,53,90.56603773584906
Accountants,under 60ties,very high income,0,Separated,Incomplete higher,Working,1 person household,1,5,5,5,5,53,9.433962264150944
Accountants,under 60ties,very high income,0,Single / not married,Higher education,Working,1 person household,0,46,46,46,46,93,49.46236559139785
Accountants,under 60ties,very high income,0,Single / not married,Higher education,Working,1 person household,1,47,47,47,47,93,50.53763440860215
Accountants,under 60ties,very high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,0,231,231,231,231,323,71.51702786377709
Accountants,under 60ties,very high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,1,92,92,92,92,323,28.482972136222912
Accountants,under 60ties,very high income,0,Widow,Secondary / secondary special,Commercial associate,1 person household,1,57,57,57,57,57,100.0
Accountants,under 60ties,very high income,0,Widow,Secondary / secondary special,Working,1 person household,0,93,93,93,93,535,17.38317757009346
Accountants,under 60ties,very high income,0,Widow,Secondary / secondary special,Working,1 person household,1,442,442,442,442,535,82.61682242990655
Accountants,under 60ties,very high income,1,Civil marriage,Higher education,Commercial associate,couple,0,6,6,6,6,6,100.0
Accountants,under 60ties,very high income,1,Married,Higher education,Working,couple,1,14,14,14,14,14,100.0
Accountants,under 60ties,very high income,1,Married,Secondary / secondary special,Working,couple,0,93,93,93,93,93,100.0
Accountants,under 60ties,very high income,1,Single / not married,Higher education,Working,1 person household,0,54,54,54,54,165,32.72727272727273
Accountants,under 60ties,very high income,1,Single / not married,Higher education,Working,1 person household,1,111,111,111,111,165,67.27272727272727
Accountants,under 60ties,very low income,0,Married,Higher education,Working,couple,0,18,18,18,18,61,29.508196721311474
Accountants,under 60ties,very low income,0,Married,Higher education,Working,couple,1,43,43,43,43,61,70.49180327868852
Cleaning staff,over 60ties,high income,0,Married,Secondary / secondary special,Commercial associate,couple,0,12,12,12,12,60,20.0
Cleaning staff,over 60ties,high income,0,Married,Secondary / secondary special,Commercial associate,couple,1,48,48,48,48,60,80.0
Cleaning staff,over 60ties,high income,0,Married,Secondary / secondary special,Working,couple,0,14,14,14,14,30,46.666666666666664
Cleaning staff,over 60ties,high income,0,Married,Secondary / secondary special,Working,couple,1,16,16,16,16,30,53.333333333333336
Cleaning staff,over 60ties,high income,0,Single / not married,Secondary / secondary special,Working,1 person household,0,13,13,13,13,187,6.951871657754011
Cleaning staff,over 60ties,high income,0,Single / not married,Secondary / secondary special,Working,1 person household,1,174,174,174,174,187,93.04812834224599
Cleaning staff,over 60ties,high income,0,Widow,Secondary / secondary special,Working,1 person household,1,67,67,67,67,67,100.0
Cleaning staff,over 60ties,medium income,0,Married,Secondary / secondary special,Working,couple,1,117,117,117,117,117,100.0
Cleaning staff,over 60ties,medium income,0,Widow,Secondary / secondary special,Working,1 person household,1,113,113,113,113,113,100.0
Cleaning staff,over 60ties,very high income,0,Married,Secondary / secondary special,Working,couple,0,43,43,43,43,147,29.25170068027211
Cleaning staff,over 60ties,very high income,0,Married,Secondary / secondary special,Working,couple,1,104,104,104,104,147,70.74829931972789
Cleaning staff,over 60ties,very high income,0,Widow,Secondary / secondary special,Commercial associate,1 person household,0,10,10,10,10,68,14.705882352941178
Cleaning staff,over 60ties,very high income,0,Widow,Secondary / secondary special,Commercial associate,1 person household,1,58,58,58,58,68,85.29411764705883
Cleaning staff,over 60ties,very high income,0,Widow,Secondary / secondary special,Working,1 person household,0,71,71,71,71,71,100.0
Cleaning staff,under 30ties,high income,0,Civil marriage,Secondary / secondary special,Working,big family,0,10,10,10,10,13,76.92307692307693
Cleaning staff,under 30ties,high income,0,Civil marriage,Secondary / secondary special,Working,big family,1,3,3,3,3,13,23.076923076923077
Cleaning staff,under 30ties,medium income,1,Civil marriage,Secondary / secondary special,Working,couple,1,31,31,31,31,31,100.0
Cleaning staff,under 30ties,very high income,0,Married,Secondary / secondary special,Working,2+1,1,59,59,59,59,59,100.0
Cleaning staff,under 30ties,very high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,1,23,23,23,23,23,100.0
Cleaning staff,under 40ties,high income,0,Civil marriage,Lower secondary,Working,couple,0,18,18,18,18,18,100.0
Cleaning staff,under 40ties,high income,0,Married,Secondary / secondary special,Commercial associate,couple,1,4,4,4,4,4,100.0
Cleaning staff,under 40ties,high income,0,Married,Secondary / secondary special,Working,2+1,0,47,47,47,47,210,22.380952380952383
Cleaning staff,under 40ties,high income,0,Married,Secondary / secondary special,Working,2+1,1,163,163,163,163,210,77.61904761904762
Cleaning staff,under 40ties,high income,0,Married,Secondary / secondary special,Working,2+2,0,53,53,53,53,182,29.120879120879124
Cleaning staff,under 40ties,high income,0,Married,Secondary / secondary special,Working,2+2,1,129,129,129,129,182,70.87912087912088
Cleaning staff,under 40ties,high income,0,Married,Secondary / secondary special,Working,big family,1,46,46,46,46,46,100.0
Cleaning staff,under 40ties,high income,0,Married,Secondary / secondary special,Working,couple,0,12,12,12,12,12,100.0
Cleaning staff,under 40ties,high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,0,7,7,7,7,68,10.294117647058822
Cleaning staff,under 40ties,high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,1,61,61,61,61,68,89.70588235294117
Cleaning staff,under 40ties,high income,0,Single / not married,Secondary / secondary special,Commercial associate,couple,0,24,24,24,24,24,100.0
Cleaning staff,under 40ties,high income,0,Single / not married,Secondary / secondary special,Working,1 person household,1,25,25,25,25,25,100.0
Cleaning staff,under 40ties,high income,0,Single / not married,Secondary / secondary special,Working,couple,1,53,53,53,53,53,100.0
Cleaning staff,under 40ties,high income,0,Widow,Secondary / secondary special,Working,1 person household,0,22,22,22,22,61,36.0655737704918
Cleaning staff,under 40ties,high income,0,Widow,Secondary / secondary special,Working,1 person household,1,39,39,39,39,61,63.934426229508205
Cleaning staff,under 40ties,medium income,0,Married,Higher education,Working,2+1,1,58,58,58,58,58,100.0
Cleaning staff,under 40ties,medium income,0,Married,Higher education,Working,2+2,0,24,24,24,24,24,100.0
Cleaning staff,under 40ties,medium income,0,Married,Incomplete higher,Working,2+2,0,64,64,64,64,64,100.0
Cleaning staff,under 40ties,medium income,0,Married,Secondary / secondary special,Commercial associate,2+2,0,11,11,11,11,11,100.0
Cleaning staff,under 40ties,medium income,0,Married,Secondary / secondary special,Working,2+2,1,19,19,19,19,19,100.0
Cleaning staff,under 40ties,medium income,0,Married,Secondary / secondary special,Working,couple,1,39,39,39,39,39,100.0
Cleaning staff,under 40ties,medium income,0,Single / not married,Lower secondary,Working,couple,0,16,16,16,16,16,100.0
Cleaning staff,under 40ties,medium income,0,Single / not married,Secondary / secondary special,Working,1 person household,0,42,42,42,42,42,100.0
Cleaning staff,under 40ties,medium income,1,Married,Secondary / secondary special,State servant,2+2,1,199,199,199,199,199,100.0
Cleaning staff,under 40ties,very high income,0,Civil marriage,Secondary / secondary special,Working,2+2,0,34,34,34,34,66,51.515151515151516
Cleaning staff,under 40ties,very high income,0,Civil marriage,Secondary / secondary special,Working,2+2,1,32,32,32,32,66,48.484848484848484
Cleaning staff,under 40ties,very high income,0,Civil marriage,Secondary / secondary special,Working,couple,0,12,12,12,12,12,100.0
Cleaning staff,under 40ties,very high income,0,Married,Secondary / secondary special,Working,couple,0,32,32,32,32,32,100.0
Cleaning staff,under 40ties,very high income,0,Single / not married,Secondary / secondary special,Working,couple,1,26,26,26,26,26,100.0
